st,state,a_mean,tot_emp,a_median,occ_title,group,year
NE,Nebraska,33160.0,80580.0,29840,Transportation and Material Moving Occupations,major,2013
NV,Nevada,98130.0,52960.0,85190,Management Occupations,major,2013
NV,Nevada,63210.0,41910.0,56970,Business and Financial Operations Occupations,major,2013
NV,Nevada,72160.0,15750.0,69110,Computer and Mathematical Occupations,major,2013
NV,Nevada,75520.0,11500.0,70530,Architecture and Engineering Occupations,major,2013
NV,Nevada,64380.0,7270.0,59320,"Life, Physical, and Social Science Occupations",major,2013
NV,Nevada,48990.0,10020.0,47140,Community and Social Service Occupations,major,2013
NV,Nevada,94290.0,8530.0,76490,Legal Occupations,major,2013
NV,Nevada,49230.0,49080.0,46590,"Education, Training, and Library Occupations",major,2013
NV,Nevada,59060.0,16290.0,49140,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NV,Nevada,82100.0,48270.0,73600,Healthcare Practitioners and Technical Occupations,major,2013
NV,Nevada,32720.0,22760.0,31160,Healthcare Support Occupations,major,2013
NV,Nevada,40670.0,38590.0,33810,Protective Service Occupations,major,2013
NV,Nevada,24710.0,166980.0,21600,Food Preparation and Serving Related Occupations,major,2013
NV,Nevada,29110.0,67490.0,30580,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NV,Nevada,25560.0,69620.0,19650,Personal Care and Service Occupations,major,2013
NV,Nevada,33470.0,123870.0,25500,Sales and Related Occupations,major,2013
NV,Nevada,33990.0,183270.0,31810,Office and Administrative Support Occupations,major,2013
NV,Nevada,34150.0,390.0,31440,"Farming, Fishing, and Forestry Occupations",major,2013
NV,Nevada,50080.0,50230.0,48580,Construction and Extraction Occupations,major,2013
NV,Nevada,49100.0,45610.0,48070,"Installation, Maintenance, and Repair Occupations",major,2013
NV,Nevada,34590.0,40160.0,30170,Production Occupations,major,2013
NV,Nevada,35720.0,81420.0,31210,Transportation and Material Moving Occupations,major,2013
NH,New Hampshire,108270.0,33750.0,93980,Management Occupations,major,2013
NH,New Hampshire,66770.0,29180.0,60810,Business and Financial Operations Occupations,major,2013
NH,New Hampshire,79140.0,17370.0,75500,Computer and Mathematical Occupations,major,2013
NH,New Hampshire,74520.0,11820.0,69550,Architecture and Engineering Occupations,major,2013
NH,New Hampshire,63770.0,3860.0,57440,"Life, Physical, and Social Science Occupations",major,2013
NH,New Hampshire,42170.0,8180.0,38450,Community and Social Service Occupations,major,2013
NH,New Hampshire,81340.0,3400.0,63010,Legal Occupations,major,2013
NH,New Hampshire,48310.0,44130.0,44270,"Education, Training, and Library Occupations",major,2013
NH,New Hampshire,48880.0,6770.0,40470,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NH,New Hampshire,81430.0,34800.0,64260,Healthcare Practitioners and Technical Occupations,major,2013
NH,New Hampshire,31220.0,16750.0,29410,Healthcare Support Occupations,major,2013
NH,New Hampshire,43180.0,11790.0,41100,Protective Service Occupations,major,2013
NH,New Hampshire,22150.0,55000.0,19410,Food Preparation and Serving Related Occupations,major,2013
NH,New Hampshire,27790.0,20500.0,25770,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NH,New Hampshire,25270.0,18670.0,22470,Personal Care and Service Occupations,major,2013
NH,New Hampshire,38820.0,79980.0,25020,Sales and Related Occupations,major,2013
NH,New Hampshire,34830.0,103250.0,32920,Office and Administrative Support Occupations,major,2013
NH,New Hampshire,30750.0,720.0,30240,"Farming, Fishing, and Forestry Occupations",major,2013
NH,New Hampshire,42970.0,20040.0,40620,Construction and Extraction Occupations,major,2013
NH,New Hampshire,45700.0,22910.0,43200,"Installation, Maintenance, and Repair Occupations",major,2013
NH,New Hampshire,36150.0,44200.0,33850,Production Occupations,major,2013
NH,New Hampshire,33510.0,33120.0,29590,Transportation and Material Moving Occupations,major,2013
NJ,New Jersey,135130.0,199860.0,121080,Management Occupations,major,2013
NJ,New Jersey,77350.0,219750.0,72060,Business and Financial Operations Occupations,major,2013
NJ,New Jersey,90020.0,128820.0,86210,Computer and Mathematical Occupations,major,2013
NJ,New Jersey,85630.0,52530.0,82560,Architecture and Engineering Occupations,major,2013
NJ,New Jersey,79630.0,34900.0,71810,"Life, Physical, and Social Science Occupations",major,2013
NJ,New Jersey,52390.0,58510.0,49300,Community and Social Service Occupations,major,2013
NJ,New Jersey,107240.0,29850.0,86780,Legal Occupations,major,2013
NJ,New Jersey,57090.0,295380.0,54030,"Education, Training, and Library Occupations",major,2013
NJ,New Jersey,55610.0,43240.0,48280,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NJ,New Jersey,86440.0,211110.0,74760,Healthcare Practitioners and Technical Occupations,major,2013
NJ,New Jersey,29310.0,133700.0,27610,Healthcare Support Occupations,major,2013
NJ,New Jersey,55870.0,99020.0,43660,Protective Service Occupations,major,2013
NJ,New Jersey,23670.0,275190.0,20590,Food Preparation and Serving Related Occupations,major,2013
NJ,New Jersey,28560.0,126770.0,25490,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NJ,New Jersey,28970.0,112650.0,23910,Personal Care and Service Occupations,major,2013
NJ,New Jersey,43000.0,406930.0,28050,Sales and Related Occupations,major,2013
NJ,New Jersey,37980.0,660650.0,35680,Office and Administrative Support Occupations,major,2013
NJ,New Jersey,26860.0,3060.0,24440,"Farming, Fishing, and Forestry Occupations",major,2013
NJ,New Jersey,55940.0,104720.0,52940,Construction and Extraction Occupations,major,2013
NJ,New Jersey,50580.0,138380.0,48960,"Installation, Maintenance, and Repair Occupations",major,2013
NJ,New Jersey,35510.0,183630.0,30980,Production Occupations,major,2013
NJ,New Jersey,33620.0,302420.0,29020,Transportation and Material Moving Occupations,major,2013
NM,New Mexico,90800.0,39960.0,78280,Management Occupations,major,2013
NM,New Mexico,60260.0,32280.0,54670,Business and Financial Operations Occupations,major,2013
NM,New Mexico,71450.0,13990.0,67180,Computer and Mathematical Occupations,major,2013
NM,New Mexico,81010.0,21490.0,75160,Architecture and Engineering Occupations,major,2013
NM,New Mexico,75600.0,11070.0,65050,"Life, Physical, and Social Science Occupations",major,2013
NM,New Mexico,40440.0,13570.0,36800,Community and Social Service Occupations,major,2013
NM,New Mexico,75110.0,5680.0,60190,Legal Occupations,major,2013
NM,New Mexico,43710.0,51990.0,41750,"Education, Training, and Library Occupations",major,2013
NM,New Mexico,46730.0,8330.0,38700,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NM,New Mexico,71330.0,43400.0,59560,Healthcare Practitioners and Technical Occupations,major,2013
NM,New Mexico,27410.0,22340.0,26140,Healthcare Support Occupations,major,2013
NM,New Mexico,39630.0,24490.0,34280,Protective Service Occupations,major,2013
NM,New Mexico,20760.0,76550.0,18910,Food Preparation and Serving Related Occupations,major,2013
NM,New Mexico,22560.0,25950.0,20670,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NM,New Mexico,21440.0,35680.0,19030,Personal Care and Service Occupations,major,2013
NM,New Mexico,30130.0,76060.0,22840,Sales and Related Occupations,major,2013
NM,New Mexico,31420.0,121330.0,28830,Office and Administrative Support Occupations,major,2013
NM,New Mexico,22220.0,2840.0,18950,"Farming, Fishing, and Forestry Occupations",major,2013
NM,New Mexico,40140.0,52290.0,36080,Construction and Extraction Occupations,major,2013
NM,New Mexico,41980.0,31130.0,37980,"Installation, Maintenance, and Repair Occupations",major,2013
NM,New Mexico,35150.0,29920.0,29880,Production Occupations,major,2013
NM,New Mexico,33310.0,43640.0,29180,Transportation and Material Moving Occupations,major,2013
NY,New York,136770.0,424020.0,117450,Management Occupations,major,2013
NY,New York,85080.0,474130.0,73380,Business and Financial Operations Occupations,major,2013
NY,New York,86940.0,217620.0,81050,Computer and Mathematical Occupations,major,2013
NY,New York,78050.0,100320.0,73210,Architecture and Engineering Occupations,major,2013
NY,New York,66310.0,65940.0,59150,"Life, Physical, and Social Science Occupations",major,2013
NY,New York,49020.0,162530.0,45110,Community and Social Service Occupations,major,2013
NY,New York,123840.0,103890.0,99570,Legal Occupations,major,2013
NY,New York,61920.0,657360.0,53880,"Education, Training, and Library Occupations",major,2013
NY,New York,73870.0,188390.0,60350,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NY,New York,83080.0,502290.0,70030,Healthcare Practitioners and Technical Occupations,major,2013
NY,New York,28870.0,317220.0,27010,Healthcare Support Occupations,major,2013
NY,New York,52290.0,276800.0,45460,Protective Service Occupations,major,2013
NY,New York,23600.0,680430.0,19610,Food Preparation and Serving Related Occupations,major,2013
NY,New York,31840.0,311340.0,29290,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NY,New York,27500.0,351260.0,23390,Personal Care and Service Occupations,major,2013
NY,New York,49710.0,889230.0,28630,Sales and Related Occupations,major,2013
NY,New York,38740.0,1531680.0,35450,Office and Administrative Support Occupations,major,2013
NY,New York,29730.0,4260.0,24320,"Farming, Fishing, and Forestry Occupations",major,2013
NY,New York,58880.0,295350.0,53160,Construction and Extraction Occupations,major,2013
NY,New York,49080.0,291040.0,45320,"Installation, Maintenance, and Repair Occupations",major,2013
NY,New York,36050.0,340190.0,31990,Production Occupations,major,2013
NY,New York,39130.0,450110.0,33190,Transportation and Material Moving Occupations,major,2013
NC,North Carolina,113650.0,170990.0,98610,Management Occupations,major,2013
NC,North Carolina,68310.0,175150.0,61040,Business and Financial Operations Occupations,major,2013
NC,North Carolina,79150.0,106570.0,76730,Computer and Mathematical Occupations,major,2013
NC,North Carolina,71880.0,54990.0,67040,Architecture and Engineering Occupations,major,2013
NC,North Carolina,67060.0,34840.0,57560,"Life, Physical, and Social Science Occupations",major,2013
NC,North Carolina,41440.0,49760.0,40530,Community and Social Service Occupations,major,2013
NC,North Carolina,79700.0,24430.0,55770,Legal Occupations,major,2013
NC,North Carolina,45310.0,259310.0,40170,"Education, Training, and Library Occupations",major,2013
NC,North Carolina,48390.0,38920.0,39320,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NC,North Carolina,69610.0,248150.0,55880,Healthcare Practitioners and Technical Occupations,major,2013
NC,North Carolina,24920.0,146520.0,22650,Healthcare Support Occupations,major,2013
NC,North Carolina,34760.0,99860.0,32120,Protective Service Occupations,major,2013
NC,North Carolina,20110.0,376620.0,18440,Food Preparation and Serving Related Occupations,major,2013
NC,North Carolina,23260.0,124450.0,21080,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NC,North Carolina,23260.0,92110.0,19570,Personal Care and Service Occupations,major,2013
NC,North Carolina,36090.0,433220.0,23960,Sales and Related Occupations,major,2013
NC,North Carolina,33050.0,602210.0,30810,Office and Administrative Support Occupations,major,2013
NC,North Carolina,27230.0,7370.0,23770,"Farming, Fishing, and Forestry Occupations",major,2013
NC,North Carolina,36130.0,131540.0,33410,Construction and Extraction Occupations,major,2013
NC,North Carolina,41740.0,162860.0,39110,"Installation, Maintenance, and Repair Occupations",major,2013
NC,North Carolina,32710.0,325890.0,29250,Production Occupations,major,2013
NC,North Carolina,30800.0,281270.0,26970,Transportation and Material Moving Occupations,major,2013
ND,North Dakota,95710.0,18640.0,82930,Management Occupations,major,2013
ND,North Dakota,56580.0,15890.0,52620,Business and Financial Operations Occupations,major,2013
ND,North Dakota,60350.0,6010.0,56080,Computer and Mathematical Occupations,major,2013
ND,North Dakota,63310.0,6430.0,59410,Architecture and Engineering Occupations,major,2013
ND,North Dakota,56320.0,3360.0,52530,"Life, Physical, and Social Science Occupations",major,2013
ND,North Dakota,42580.0,4700.0,41970,Community and Social Service Occupations,major,2013
ND,North Dakota,68490.0,1730.0,54870,Legal Occupations,major,2013
ND,North Dakota,46710.0,22580.0,43230,"Education, Training, and Library Occupations",major,2013
ND,North Dakota,36230.0,4320.0,31390,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
ND,North Dakota,65440.0,23560.0,52400,Healthcare Practitioners and Technical Occupations,major,2013
ND,North Dakota,29560.0,12310.0,28200,Healthcare Support Occupations,major,2013
ND,North Dakota,39400.0,6190.0,35980,Protective Service Occupations,major,2013
ND,North Dakota,21670.0,34880.0,19450,Food Preparation and Serving Related Occupations,major,2013
ND,North Dakota,25610.0,15030.0,23660,Building and Grounds Cleaning and Maintenance Occupations,major,2013
ND,North Dakota,25050.0,12710.0,22510,Personal Care and Service Occupations,major,2013
ND,North Dakota,34060.0,42360.0,24840,Sales and Related Occupations,major,2013
ND,North Dakota,32700.0,59910.0,30180,Office and Administrative Support Occupations,major,2013
ND,North Dakota,32350.0,1420.0,30340,"Farming, Fishing, and Forestry Occupations",major,2013
ND,North Dakota,47650.0,44140.0,43790,Construction and Extraction Occupations,major,2013
ND,North Dakota,46450.0,21670.0,43710,"Installation, Maintenance, and Repair Occupations",major,2013
ND,North Dakota,38340.0,24320.0,33830,Production Occupations,major,2013
ND,North Dakota,40270.0,40760.0,38100,Transportation and Material Moving Occupations,major,2013
OH,Ohio,99240.0,241000.0,86910,Management Occupations,major,2013
OH,Ohio,63500.0,236330.0,58880,Business and Financial Operations Occupations,major,2013
OH,Ohio,72220.0,130630.0,70830,Computer and Mathematical Occupations,major,2013
OH,Ohio,71870.0,86680.0,68160,Architecture and Engineering Occupations,major,2013
OH,Ohio,62450.0,31880.0,56150,"Life, Physical, and Social Science Occupations",major,2013
OH,Ohio,43300.0,68570.0,40110,Community and Social Service Occupations,major,2013
OH,Ohio,82530.0,30500.0,65380,Legal Occupations,major,2013
OH,Ohio,54470.0,316100.0,50580,"Education, Training, and Library Occupations",major,2013
OH,Ohio,44910.0,56630.0,39900,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
OH,Ohio,70240.0,342310.0,56860,Healthcare Practitioners and Technical Occupations,major,2013
OH,Ohio,26050.0,200280.0,23420,Healthcare Support Occupations,major,2013
OH,Ohio,40460.0,109110.0,38060,Protective Service Occupations,major,2013
OH,Ohio,20480.0,477060.0,18600,Food Preparation and Serving Related Occupations,major,2013
OH,Ohio,25110.0,155950.0,21870,Building and Grounds Cleaning and Maintenance Occupations,major,2013
OH,Ohio,23690.0,110710.0,19940,Personal Care and Service Occupations,major,2013
OH,Ohio,35920.0,510750.0,23940,Sales and Related Occupations,major,2013
OH,Ohio,33310.0,807430.0,30980,Office and Administrative Support Occupations,major,2013
